name,body_group,force,muscle_group,equipment,description,steps,grip,video_link
Chin Ups,Upper Body,Pull,Back,Bodyweight,"How To Perform The Chin UpSetupGrab the Chin Up bar with an underhand grip. Make sure the bars are set very deeply in your hand. Your palms should be making contact with the bar. Next, if you are using a bench or box to reach the Chin Up bars, step off of the step, and hold for a second, in a dead hang position. If you begin initiating the reps before the dead hang, you might swing too much to perform the exercise strictly. If you can reach the bars without having to stand on anything, take your grip and then pull your feet slightly off the floor. Still hold for a second to prevent any swinging from happening.Pull your shoulder blades down. This will engage your mid and lower traps and force your lats to do most of the work. Also, before beginning the first rep, make sure your elbows are extended.Lower bodyAngle your legs forward slightly, push your hips back, and point your toes. This will force you to flex your abdominals and keep you more stable throughout the rep. (This will massively help you keep the reps strict).PerformingOnce you are in the proper position, begin to pull. Imagine trying to pull your elbows straight down to your sides.Get your chin over the bar before beginning the eccentric portion of the rap. Your elbows should fully extend at the bottom of each rep.Progressing The Chin UpDecide on a rep range. For example, 6 to 10. Once you are able to perform 10 reps with strict form, then it is time to progress. Do not be shy or hesitant to start adding weight early on. Even if it is only 5 pounds. Progress is progress! From there, progress like you would any other exercise. Once you hit the top end of the rep range, add some more weight.The best way to get better at doing Chin Ups is to do Chin Ups. But if you can't do them in the first place, then what should you do? Try the Neutral Grip Chin Up. It’s an easier variation because the lats are in their strongest position.Shorten the range of motion, and try to get a longer range of motion overtime. if you can only do half a Chin Up, (meaning you can get your elbows to roughly 90°) don't be ashamed to do those half reps. Set a rep range like with anything else. We will use 5 to 8 reps for this example. Once you are able to hit 8 of the half reps, try to go an extra 2 to 3 inches higher on each rep. You won't be able to do 8 when you advance the range of motion. So Build your way back up to 8. It helps massively if you can do this in front of a mirror to keep a very close eye on your range of motion. Before long you'll be able to perform full reps.","Grab the bar shoulder width apart with a supinated grip (palms facing you), With your body hanging and arms fully extended, pull yourself up until your chin is past the bar., Slowly return to starting position. Repeat.",Underhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-chinup-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-chinup-side.mp4#t=0.1"
Band Kneeling Single Arm Pulldown,Upper Body,Unknown,Back,Band,"Place the band at about eye level. Fall into a kneeling position., The knee that is on the ground should be the same side as the working arm. Stick your chest out., And then pull your elbow straight back. Flex your lats and then extend into the starting position.","Place the band at about eye level. Fall into a kneeling position., The knee that is on the ground should be the same side as the working arm. Stick your chest out., And then pull your elbow straight back. Flex your lats and then extend into the starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-band-kneeling-single-arm-pulldown-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-band-kneeling-single-arm-pulldown-side.mp4#t=0.1"
Barbell Long Landmine Row,Upper Body,Pull,Back,Barbell,"Position a barbell in a landmine or corner of a room and stand facing it with your feet shoulder-width apart., Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed., Bend at the hips and knees to lower your torso until it is almost parallel to the ground., Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up.","Position a barbell in a landmine or corner of a room and stand facing it with your feet shoulder-width apart., Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed., Bend at the hips and knees to lower your torso until it is almost parallel to the ground., Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-long-landmine-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-long-landmine-row-side.mp4#t=0.1"
Barbell Meadows Row,Upper Body,Pull,Back,Barbell,"Position a barbell in a landmine or corner of a room and stand facing sideways with a staggered stance and your feet shoulder-width apart., Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed., Bend at the hips and knees to lower your torso until it is almost parallel to the ground., Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up., *Named after the late John Meadows","Position a barbell in a landmine or corner of a room and stand facing sideways with a staggered stance and your feet shoulder-width apart., Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed., Bend at the hips and knees to lower your torso until it is almost parallel to the ground., Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up., *Named after the late John Meadows",Overhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-meadows-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-meadows-row-front.mp4#t=0.1"
Barbell Pronated Pendlay Row,Upper Body,Pull,Back,Barbell,"Start hinged forward with a flat back and the plates resting on the floor. Make sure your elbows are fully extended., Pull the bar to your sternum., Return the plates back to the floor and let the bar come to a full dead stop., Then initiate the next rep.","Start hinged forward with a flat back and the plates resting on the floor. Make sure your elbows are fully extended., Pull the bar to your sternum., Return the plates back to the floor and let the bar come to a full dead stop., Then initiate the next rep.",Overhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-side.mp4#t=0.1"
Barbell Pronated Row,Upper Body,Pull,Back,Barbell,"Grab the barbell with an overhand grip. Hinge forward while keeping your back flat until your torso is about parallel with the ground., Let your arms hang freely., Pull the bar to your torso while tucking your elbows in slightly., Extend your elbows fully before initiating the next rep.","Grab the barbell with an overhand grip. Hinge forward while keeping your back flat until your torso is about parallel with the ground., Let your arms hang freely., Pull the bar to your torso while tucking your elbows in slightly., Extend your elbows fully before initiating the next rep.",Overhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-side.mp4#t=0.1"
Barbell Supinated Pendlay Row,Upper Body,Pull,Back,Barbell,"Begin by standing in front of a barbell with your feet about hip-width apart and your palms facing towards your body., Bend at the hips and knees to grab the barbell with a pronated (overhand) grip, positioning the barbell about an inch away from your shins., Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest., As the barbell reaches your chest, rotate your wrists so that your palms are facing towards your body (supinated grip), and then lower the barbell back to the starting position.","Begin by standing in front of a barbell with your feet about hip-width apart and your palms facing towards your body., Bend at the hips and knees to grab the barbell with a pronated (overhand) grip, positioning the barbell about an inch away from your shins., Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest., As the barbell reaches your chest, rotate your wrists so that your palms are facing towards your body (supinated grip), and then lower the barbell back to the starting position.",Underhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-pendlay-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-pendlay-row-side.mp4#t=0.1"
Barbell Supinated Row,Upper Body,Pull,Back,Barbell,"Begin by standing in front of a barbell with your feet about hip-width apart., Bend at the hips and knees to grab the barbell with a supinated (underhand) grip, positioning the barbell about an inch away from your shins., Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest., As the barbell reaches your chest, pause briefly, and then lower the barbell back to the starting position.","Begin by standing in front of a barbell with your feet about hip-width apart., Bend at the hips and knees to grab the barbell with a supinated (underhand) grip, positioning the barbell about an inch away from your shins., Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest., As the barbell reaches your chest, pause briefly, and then lower the barbell back to the starting position.",Underhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-row-side.mp4#t=0.1"
Dumbbell Alternating Pendlay Row,Upper Body,Pull,Back,Dumbbell,"The dumbbells should be set on the ground. Hinge forward while keeping a flat back., Pull one elbow back toward the ceiling and then return the dumbbell to the ground softly., Then pull with the other arm.","The dumbbells should be set on the ground. Hinge forward while keeping a flat back., Pull one elbow back toward the ceiling and then return the dumbbell to the ground softly., Then pull with the other arm.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-side.mp4#t=0.1"
Dumbbell Kneeling Single Arm Row,Upper Body,Pull,Back,Dumbbell,"Place one hand and one knee on a bench. Make sure you keep a flat back., Pull the dumbbell toward the ceiling., Make sure to avoid any jerking or rotating.","Place one hand and one knee on a bench. Make sure you keep a flat back., Pull the dumbbell toward the ceiling., Make sure to avoid any jerking or rotating.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-kneeling-single-arm-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-kneeling-single-arm-row-side.mp4#t=0.1"
