name,body_group,force,muscle_group,equipment,description
Single-Arm Cable Outward-Facing Biceps Curl,Core,Hold,Abs,Cable,The single-arm cable outward-facing biceps curl is a cable exercise that targets the biceps. It is performed standing in front of a cable machine facing away from the cable stack to increase the range of motion by fully extending the elbows. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.
Biceps Rope Curl,Core,Hold,Abs,Cable,not available
Kneeling Cable Crunches,Core,Hold,Abs,Cable,not available
Ab Crunch Machine,Core,Hold,Abs,Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout."
Smith machine straight-legged hip raise,Core,Hold,Abs,Machine,"The Smith machine straight-legged hip raise is an exercise targeting the abdominal muscles. Because of the potential awkwardness of getting into position, it is usually performed for moderate to high reps, such as 8-12 reps per set or more. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling."
Machine crunch,Core,Hold,Abs,Machine,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout."
AM Ab Machine,Core,Hold,Abs,Machine,not available
Smith machine V-up,Core,Hold,Abs,Machine,The smith machine V-up is a weighted abdominal exercise that involves pressing a weighted bar upward while performing a V-up. Performing it in a Smith machine eliminates the balance challenge of a free weight. It is usually performed for moderate to high reps in the ab-focused portion of a workout.
Elbow plank,Core,Hold,Abs,Bodyweight,"The elbow plank is a popular isometric abdominal exercise. It is common in all types of exercise programs, as well as in group fitness and yoga classes. It targets the muscles of the core, the deep core or transversus abdominis in particular. It is also often prescribed for time to help back pain or to teach proper bracing."
Bottoms Up,Core,Hold,Abs,Bodyweight,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
Spider crawl,Core,Hold,Abs,Bodyweight,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
Cocoons,Core,Hold,Abs,Bodyweight,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout."
Cross-Body Crunch,Core,Hold,Abs,Bodyweight,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout."
Elbow-to-knee crunch,Core,Hold,Abs,Bodyweight,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout."
Decline Crunch,Core,Hold,Abs,Bodyweight,The decline crunch is an effective core exercise targeting the rectus abdominis.
Hanging toes-to-bar,Core,Hold,Abs,Bodyweight,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps."
Hanging Oblique Knee Raise,Core,Hold,Abs,Bodyweight,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)"
Gorilla Chin/Crunch,Core,Hold,Abs,Bodyweight,not available
Hanging leg raise,Core,Hold,Abs,Bodyweight,"The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps."
Mountain climber,Core,Hold,Abs,Bodyweight,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training."
Ab bicycle,Core,Hold,Abs,Bodyweight,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
3/4 sit-up,Core,Hold,Abs,Bodyweight,"The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout."
Reverse crunch,Core,Hold,Abs,Bodyweight,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower."
Crunches,Core,Hold,Abs,Bodyweight,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout."
Dead bug reach,Core,Hold,Abs,Bodyweight,"The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout."
Crunch - Hands Overhead,Core,Hold,Abs,Bodyweight,not available
V-up,Core,Hold,Abs,Bodyweight,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout."
Stomach Vacuum,Core,Hold,Abs,Bodyweight,not available
Russian twist,Core,Hold,Abs,Bodyweight,"The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout."
Flat Bench Lying Leg Raise,Core,Hold,Abs,Bodyweight,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
Knees tucked crunch,Core,Hold,Abs,Bodyweight,"The knees tucked crunch is a core exercise that involves performing a crunch while keeping the knees bent in a 90-degree position. It primarily targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout."
Butt-Ups,Core,Hold,Abs,Bodyweight,not available
Feet-elevated oblique crunch,Core,Hold,Abs,Bodyweight,"The feet-elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or ""six-pack"" muscles. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs."
